FoodID,FoodCode,FoodGroupID,FoodSourceID,FoodDescription,FoodDescriptionF,FoodDateOfEntry,FoodDateOfPublication,CountryCode,ScientificName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5773,5773,17,28,"Game meat, native, narwhal, blubber, aged","Gibier, viande, autochtone, narval, lard, vieilli",2004-12-16,,,Monodon monoceros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5774,5774,17,28,"Game meat, native, narwhal, blubber, boiled","Gibier, viande, autochtone, narval, lard, bouilli",2004-12-17,,,Monodon monoceros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5775,5775,17,28,"Game meat, native, narwhal, skin (muktuk), raw","Gibier, viande, autochtone, narval, peau (muktuk), crue",2004-12-17,,,Monodon monoceros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5776,5776,17,28,"Game meat, native, narwhal, skin (muktuk), boiled","Gibier, viande, autochtone, narval, peau (muktuk), bouillie",2004-12-17,,,Monodon monoceros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5777,5777,17,28,"Game meat, native, narwhal, skin (muktuk), aged","Gibier, viande, autochtone, narval, peau (muktuk), vieillie",2004-12-17,,,Monodon monoceros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5778,5778,17,28,"Game meat, native, ringed seal, blubber, raw","Gibier, viande, autochtone, phoque annel? lard, cru",2004-12-17,,,Phoca hispida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5779,5779,17,28,"Game meat, native, ringed seal, blubber, aged, liquid","Gibier, viande, autochtone, phoque annel? lard, vieilli, liquide",2004-12-17,,,Phoca hispida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5780,5780,17,28,"Game meat, native, ringed seal, blubber, aged, solid","Gibier, viande, autochtone, phoque annel? lard, vieilli, solide",2004-12-20,,,Phoca hispida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5781,5781,17,28,"Game meat, native, ringed seal, blubber, boiled","Gibier, viande, autochtone, phoque annel? lard, bouilli",2004-12-20,,,Phoca hispida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5782,5782,17,28,"Game meat, native, ringed seal, meat, raw","Gibier, viande, autochtone, phoque annel? viande, crue",2004-12-20,,,Phoca hispida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,5783,17,28,"Game meat, native, ringed seal, meat, boiled","Gibier, viande, autochtone, phoque annel? viande, bouillie",2004-12-20,,,Phoca hispida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5784,5784,17,28,"Game meat, native, ringed seal, meat, aged","Gibier, viande, autochtone, phoque annel? viande, vieillie",2004-12-20,,,Phoca hispida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5785,5785,17,28,"Game meat, native, ringed seal, heart, raw","Gibier, viande, autochtone, phoque annel? coeur, cru",2004-12-20,,,Phoca hispida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5786,5786,17,28,"Game meat, native, ringed seal, brain, raw","Gibier, viande, autochtone, phoque annel? cervelle, crue",2004-12-20,,,Phoca hispida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5787,5787,17,28,"Game meat, native, ringed seal, eyes, raw","Gibier, viande, autochtone, phoque annel? yeux, crus",2004-12-20,,,Phoca hispida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5788,5788,17,28,"Game meat, native, ringed seal, liver, raw","Gibier, viande, autochtone, phoque annel? foie, cru",2004-12-21,,,Phoca hispida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5789,5789,17,28,"Game meat, native, ringed seal, pup, raw","Gibier, viande, autochtone, phoque annel? b閎?phoque, cru",2004-12-21,,,Phoca hispida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5790,5790,17,28,"Game meat, native, ringed seal, pup, boiled","Gibier, viande, autochtone, phoque annel? b閎?phoque, bouilli",2004-12-21,,,Phoca hispida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5791,5791,17,28,"Game meat, native, walrus, blubber, raw","Gibier, viande, autochtone, morse, lard, cru",2004-12-21,,,Odobenus rosmarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5792,5792,17,28,"Game meat, native, walrus, blubber, boiled","Gibier, viande, autochtone, morse, lard, bouilli",2004-12-21,,,Odobenus rosmarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5793,5793,17,28,"Game meat, native, walrus, blubber, aged","Gibier, viande, autochtone, morse, lard, vieilli",2004-12-21,,,Odobenus rosmarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5794,5794,17,28,"Game meat, native, walrus, meat, boiled","Gibier, viande, autochtone, morse, viande, bouillie",2004-12-21,,,Odobenus rosmarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5795,5795,17,28,"Game meat, native, walrus, meat, aged","Gibier, viande, autochtone, morse, viande, vieillie",2004-12-21,,,Odobenus rosmarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5796,5796,17,28,"Game meat, native, walrus, skin (muktuk), raw","Gibier, viande, autochtone, morse, peau (muktuk), crue",2004-12-21,,,Odobenus rosmarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5797,5797,17,28,"Game meat, native, walrus, skin (muktuk), aged","Gibier, viande, autochtone, morse, peau (muktuk), vieillie",2004-12-21,,,Odobenus rosmarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5798,5798,17,28,"Game meat, native, walrus, flippers, mattak, aged","Gibier, viande, autochtone, morse, nageoires, mattak, vieillies",2004-12-21,,,Odobenus rosmarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5799,5799,17,28,"Game meat, native, ringed seal, flippers, mattak, aged","Gibier, viande, autochtone, phoque annel? nageoires, mattak, vieillies",2004-12-21,,,Phoca hispida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5800,5800,17,28,"Game meat, native, beaver, meat, dried","Gibier, viande, autochtone, castor, viande, d閟hydrat閑",2004-12-22,,,Castor canadensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5801,5801,17,28,"Game meat, native, beaver, feet, roasted","Gibier, viande, autochtone, castor, pieds, r魌is",2004-12-22,,,Castor canadensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5802,5802,17,28,"Game meat, native, beaver, tail, roasted","Gibier, viande, autochtone, castor, queue, r魌ie",2004-12-22,,,Castor canadensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5803,5803,17,28,"Game meat, native, beaver, liver, raw","Gibier, viande, autochtone, castor, foie, cru",2004-12-22,,,Castor canadensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5804,5804,17,28,"Game meat, native, caribou (reindeer), bone marrow, cooked","Gibier, viande, autochtone, caribou (renne), moelle osseuse, cuite",2004-12-23,,,Rangifer tarandus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5805,5805,17,28,"Game meat, native, caribou (reindeer), fat, raw","Gibier, viande, autochtone, caribou (renne), gras, cru",2004-12-23,,,Rangifer tarandus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5806,5806,17,28,"Game meat, native, caribou (reindeer), meat, dried","Gibier, viande, autochtone, caribou, (renne), viande, d閟hydrat閑",2004-12-23,,,Rangifer tarandus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5807,5807,17,28,"Game meat, native, caribou (reindeer), meat, aged","Gibier, viande, autochtone, caribou, (renne), viande, vieillie",2004-12-23,,,Rangifer tarandus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5808,5808,17,28,"Game meat, native, caribou (reindeer), brain, raw","Gibier, viande, autochtone, caribou, (renne), cervelle, crue",2004-12-30,,,Rangifer tarandus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5809,5809,17,28,"Game meat, native, caribou (reindeer), brain, boiled","Gibier, viande, autochtone, caribou, (renne), cervelle, bouillie",2004-12-30,,,Rangifer tarandus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,5810,17,28,"Game meat, native, caribou (reindeer), heart, raw","Gibier, viande, autochtone, caribou, (renne), coeur, cru",2004-12-30,,,Rangifer tarandus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5811,5811,17,28,"Game meat, native, caribou (reindeer), heart, boiled","Gibier, viande, autochtone, caribou, (renne), coeur, bouilli",2004-12-30,,,Rangifer tarandus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5812,5812,17,28,"Game meat, native, caribou (reindeer), lungs, raw","Gibier, viande, autochtone, caribou, (renne), poumons, crus",2004-12-30,,,Rangifer tarandus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5813,5813,17,28,"Game meat, native, caribou (reindeer), stomach, raw","Gibier, viande, autochtone, caribou, (renne), estomac, cru",2004-12-30,,,Rangifer tarandus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5814,5814,17,28,"Game meat, native, caribou (reindeer), stomach, contents","Gibier, viande, autocht., caribou, (renne), estomac, contenus stomacaux",2005-01-04,,,Rangifer tarandus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5815,5815,17,28,"Game meat, native, caribou (reindeer), liver, raw","Gibier, viande, autochtone, caribou, (renne), foie, cru",2005-01-04,,,Rangifer tarandus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5816,5816,17,28,"Game meat, native, caribou (reindeer), liver, baked","Gibier, viande, autochtone, caribou, (renne), foie, cuit au four",2005-01-04,,,Rangifer tarandus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5817,5817,17,28,"Game meat, native, caribou (reindeer), tongue, raw","Gibier, viande, autochtone, caribou, (renne), langue, crue",2005-01-04,,,Rangifer tarandus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5818,5818,17,28,"Game meat, native, caribou (reindeer), tongue, cooked","Gibier, viande, autochtone, caribou, (renne), langue, cuite",2005-01-04,,,Rangifer tarandus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5819,5819,17,28,"Game meat, native, moose, dried","Gibier, viande, autochtone, orignal, d閟hydrat閑",2005-01-24,,,Alces alces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5820,5820,17,28,"Game meat, native, moose, bone marrow, raw","Gibier, viande, autochtone, orignal, moelle osseuse, crue",2005-01-24,,,Alces alces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5821,5821,17,28,"Game meat, native, moose, bone marrow, cooked","Gibier, viande, autochtone, orignal, moelle osseuse, cuite",2005-01-24,,,Alces alces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5822,5822,17,28,"Game meat, native, moose, fat, raw","Gibier, viande, autochtone, orignal, gras, cru",2005-01-24,,,Alces alces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5823,5823,17,28,"Game meat, native, moose, fat, cooked","Gibier, viande, autochtone, orignal, gras, cuit",2005-01-25,,,Alces alces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5824,5824,4,28,"Animal fat, native, moose, fat, dried","Gras animal, autochtone, orignal, gras, d閟hydrat?,2005-01-25,,,Alces alces
5825,5825,17,28,Game meat", native, moose, lung," raw""","Gibier, viande, autochtone, orignal, poumons, crus",2005-01-25,,,Alces alces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5826,5826,17,28,"Game meat, native, moose, lung, roasted","Gibier, viande, autochtone, orignal, poumons, r魌is",2005-01-25,,,Alces alces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5827,5827,17,28,"Game meat, native, moose, kidney, raw","Gibier, viande, autochtone, orignal, rognon, cru",2005-01-25,,,Alces alces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5828,5828,17,28,"Game meat, native, moose, liver, raw","Gibier, viande, autochtone, orignal, foie, cru",2005-01-25,,,Alces alces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5829,5829,17,28,"Game meat, native, moose, liver, roasted","Gibier, viande, autochtone, orignal, foie, r魌i",2005-01-25,,,Alces alces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5830,5830,17,28,"Game meat, native, moose, blood, raw","Gibier, viande, autochtone, orignal, sang, cru",2005-01-25,,,Alces alces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5831,5831,17,28,"Game meat, native, muskox, raw","Gibier, viande, autochtone, boeuf musqu? cru",2005-01-25,,,Ovibos moschatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5832,5832,17,28,"Game meat, native, muskox, fat, raw","Gibier, viande, autochtone, boeuf musqu? gras, cru",2005-01-25,,,Ovibos moschatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5833,5833,17,28,"Game meat, native, polar bear, raw","Gibier, viande, autochtone, ours blanc (ours polaire), cru",2005-01-26,,,"Ursus maritimus, Thalarctos maritimus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5834,5834,17,28,"Game meat, native, polar bear, meat, boiled","Gibier, viande, autochtone, ours blanc (ours polaire), bouilli",2005-01-27,,,"Ursus maritimus, Thalarctos maritimus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5835,5835,17,28,"Game meat, native, polar bear, fat, raw","Gibier, viande, autochtone, ours blanc (ours polaire), gras, cru",2005-01-27,,,"Ursus maritimus, Thalarctos maritimus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5836,5836,17,28,"Game meat, native, polar bear, fat, boiled","Gibier, viande, autochtone, ours blanc (ours polaire), gras, bouilli",2005-01-27,,,"Ursus maritimus, Thalarctos maritimus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5837,5837,17,28,"Game meat, native, bear, smoked","Gibier, viande, autochtone, ours, fum?,2005-01-31,,,Ursus maritimus"," Thalarctos maritimus""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5838,5838,15,28,"Fish, arctic char, native, meat, boiled","Poisson, omble chevalier, autochtone, viande, bouilli",2005-02-09,,,Salvelinus alpinus (naresi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5839,5839,15,28,"Fish, arctic char, native, meat, dried","Poisson, omble chevalier, autochtone, viande, d閟hydrat?,2005-02-09,,,Salvelinus alpinus (naresi)
5840,5840,15,28,Fish", arctic char, native, meat and skin," raw""","Poisson, omble chevalier, autochtone, viande et peau, crues",2005-02-09,,,Salvelinus alpinus (naresi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5841,5841,15,28,"Fish, arctic char, native, meat and skin, dried","Poisson, omble chevalier, autochtone, viande et peau, d閟hydrat閑s",2005-02-09,,,Salvelinus alpinus (naresi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5842,5842,15,28,"Fish, arctic char, native, skin, raw","Poisson, omble chevalier, autochtone, peau, cru",2005-02-09,,,Salvelinus alpinus (naresi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5843,5843,15,28,"Grayling, native, raw","Ombre, autochtone, cru",2005-02-10,,,Thymallus arcticus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5844,5844,15,28,"Fish, grayling, native, cooked","Poisson, ombre, autochtone, cuit",2005-02-10,,,Thymallus arcticus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5845,5845,15,28,"Fish, inconnu, native, raw","Poisson, inconnu, autochtone, cru",2005-02-10,,,Stenodus leucichthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5846,5846,15,28,"Fish, inconnu, native, cooked","Poisson, inconnu, autochtone, cuit",2005-02-10,,,Stenodus leucichthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5847,5847,15,28,"Fish, inconnu, native, smoked, baked","Poisson, inconnu, autochtone, fum? au four",2005-02-10,,,Stenodus leucichthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5848,5848,15,28,"Fish, inconnu, native, smoked, dried","Poisson, inconnu, autochtone, fum? d閟hydrat?,2005-02-10,,,Stenodus leucichthys
5849,5849,15,28,Fish", burbot (loche), native, eggs," raw""","Poisson, lotte (loche), autochtone, oeufs, crus",2005-02-11,,,Lota lota (L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5850,5850,15,28,"Fish, burbot (loche), native, liver, raw","Poisson, lotte (loche), autochtone, foie, cru",2005-02-11,,,Lota lota (L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5851,5851,8,26,"Cereal, ready to eat, Morning Crisp Wild Berries, Jordans","C閞閍le, pr阾e-?manger, Morning Crisp: petits fruis sauvages, Jordans",2005-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5852,5852,5,0,"Chicken, wing, frozen, glazed, barbecue flavour","Poulet, aile, congel? givr? saveur de barbecue",2005-03-04,2005-03-01,05312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5853,5853,5,0,"Chicken, wing, frozen, glazed, barbecue flavour, heated in the microwave","Poulet, aile, congel? glac? saveur de barbecue, r閏hauff?au four ?micro-ondes",2005-03-04,2005-03-01,05313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5854,5854,5,0,"Chicken, wing, frozen, glazed, barbecue flavour, heated in conventional oven","Poulet, aile, congel? glac? saveur de barbecue, r閏hauff?au four conventionnel",2005-03-04,2005-03-01,05320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5855,5855,6,0,"Soup, ramen noodles, beef flavour, dry","Soupe, nouilles ramen, saveur de boeuf, s鑓he",2005-03-04,2005-03-01,06982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5856,5856,6,0,"Soup, ramen noodles, chicken flavour, dry","Soupe, nouilles ramen, saveur de poulet, s鑓he",2005-03-04,2005-03-01,06983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5857,5857,19,0,"Dessert, frozen, FUDGESICLE bar, low fat","Dessert, congel? barre FUDGESICLE, faible en gras",2005-03-04,2005-03-01,19872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5858,5858,19,0,"Dessert, frozen, POPSICLE pop (orange, cherry, grape), sugar free","Dessert, congel? POPSICLE pop (orange, cerise, raisin), sans sucre",2005-03-04,2005-03-01,19873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5859,5859,19,0,"Dessert, frozen, ice cream, chocolate, low fat","Dessert, congel? cr鑝e glac閑, chocolat, faible en gras",2005-03-04,2005-03-01,19894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
